Timestamp,11WD7NEUR1B--G-I,11WD7NEUR1B--F-L,11WD7NEUR2B--A-T,11WD7NEUR1B--B-X,11WD7NEUR1B--C-U,11WD7NEUR1B--D-R,11WD7NEUR1B--E-O
2021-02-21 15:00:00,0,495,0,0,,270,0
2021-02-21 16:00:00,0,778,0,0,,394,0
2021-02-21 17:00:00,0,1015,0,0,,598,0
2021-02-21 18:00:00,0,1010,0,0,,596,0
2021-02-21 19:00:00,0,1004,0,0,,616,0
2021-02-21 20:00:00,0,1002,0,0,,564,0
2021-02-21 21:00:00,0,1008,0,0,,314,0
2021-02-21 22:00:00,0,1010,0,0,,266,0
2021-02-21 23:00:00,0,1011,0,0,,268,0
2021-02-22 00:00:00,0,1001,0,0,,269,0
2021-02-22 01:00:00,0,1007,0,0,,267,0
2021-02-22 02:00:00,0,994,0,0,,266,0
2021-02-22 03:00:00,0,956,0,0,,266,0
2021-02-22 04:00:00,0,974,0,0,,266,0
2021-02-22 05:00:00,0,1009,0,0,,291,0
2021-02-22 06:00:00,0,1000,0,0,,555,0
2021-02-22 07:00:00,0,1006,0,0,,614,0
2021-02-22 08:00:00,0,998,0,0,,614,0
2021-02-22 09:00:00,0,1007,0,0,,569,0
2021-02-22 10:00:00,0,1002,0,0,,341,0
2021-02-22 11:00:00,0,994,0,0,,263,0
2021-02-22 12:00:00,0,991,0,0,,264,0
2021-02-22 13:00:00,0,988,0,0,,266,0
2021-02-22 14:00:00,0,987,0,0,,300,0
2021-02-22 15:00:00,0,981,0,0,,564,0
2021-02-22 16:00:00,0,987,0,0,,606,0
2021-02-22 17:00:00,0,988,0,0,,605,0
2021-02-22 18:00:00,0,994,0,0,,610,0
2021-02-22 19:00:00,0,995,0,0,,609,0
2021-02-22 20:00:00,0,1004,0,0,,544,0
2021-02-22 21:00:00,0,1003,0,0,,392,0
2021-02-22 22:00:00,0,1000,0,0,,304,0
2021-02-22 23:00:00,0,1004,0,0,,276,0
2021-02-23 00:00:00,0,1007,0,0,,268,0
2021-02-23 01:00:00,0,1008,0,0,,269,0
2021-02-23 02:00:00,0,997,0,0,,266,0
2021-02-23 03:00:00,0,994,0,0,,265,0
2021-02-23 04:00:00,0,996,0,0,,265,0
2021-02-23 05:00:00,0,998,0,0,,270,0
2021-02-23 06:00:00,0,995,0,0,,487,0
2021-02-23 07:00:00,0,998,0,0,,605,0
2021-02-23 08:00:00,0,1001,0,0,,606,0
2021-02-23 09:00:00,0,1000,0,0,,509,0
2021-02-23 10:00:00,0,1000,0,0,,371,0
2021-02-23 11:00:00,0,995,0,0,,263,0
2021-02-23 12:00:00,0,994,0,0,,267,0
2021-02-23 13:00:00,0,988,0,0,,263,0
2021-02-23 14:00:00,0,883,0,0,,268,0
2021-02-23 15:00:00,0,886,0,0,,265,0
2021-02-23 16:00:00,0,994,0,0,,296,0
2021-02-23 17:00:00,0,989,0,0,,557,0
2021-02-23 18:00:00,0,999,0,0,,608,0
2021-02-23 19:00:00,0,999,0,0,,607,0
2021-02-23 20:00:00,0,1002,0,0,,602,0
2021-02-23 21:00:00,0,927,0,0,,372,0
2021-02-23 22:00:00,0,798,0,0,,263,0
2021-02-23 23:00:00,0,626,0,0,,272,0
2021-02-24 00:00:00,0,490,0,0,,266,0
2021-02-24 01:00:00,0,493,0,0,,270,0
2021-02-24 02:00:00,0,489,0,0,,269,0
2021-02-24 03:00:00,0,491,0,0,,268,0
2021-02-24 04:00:00,0,608,0,0,,264,0
2021-02-24 05:00:00,167,790,0,0,,262,0
2021-02-24 06:00:00,468,889,0,0,,291,0
2021-02-24 07:00:00,767,957,0,0,,535,0
2021-02-24 08:00:00,1027,962,0,0,,603,0
2021-02-24 09:00:00,1051,942,0,0,,498,0
2021-02-24 10:00:00,1046,906,0,0,,262,0
2021-02-24 11:00:00,1054,735,0,0,,267,0
2021-02-24 12:00:00,1050,673,0,0,,267,0
2021-02-24 13:00:00,1048,673,0,0,,266,0
2021-02-24 14:00:00,1047,688,0,0,,267,0
2021-02-24 15:00:00,1039,914,0,0,,331,0
2021-02-24 16:00:00,1037,992,0,0,,593,0
2021-02-24 17:00:00,1042,1001,0,0,,477,0
2021-02-24 18:00:00,1040,997,0,0,,342,0
2021-02-24 19:00:00,1038,1009,0,0,,339,0
2021-02-24 20:00:00,1044,1009,0,0,,329,0
2021-02-24 21:00:00,1038,1003,0,0,,284,0
2021-02-24 22:00:00,1037,1010,0,0,,264,0
2021-02-24 23:00:00,1045,939,0,0,,266,0
2021-02-25 00:00:00,934,619,0,0,,266,0
2021-02-25 01:00:00,528,490,0,0,,267,0
2021-02-25 02:00:00,514,485,0,0,,265,0
2021-02-25 03:00:00,566,486,0,0,,263,0
2021-02-25 04:00:00,753,490,0,0,,264,0
2021-02-25 05:00:00,846,695,0,0,,262,0
2021-02-25 06:00:00,1035,999,0,0,,305,0
2021-02-25 07:00:00,1042,1003,0,0,,322,0
2021-02-25 08:00:00,1037,1004,0,0,,319,0
2021-02-25 09:00:00,1036,998,0,0,,321,0
2021-02-25 10:00:00,1039,1006,0,0,,305,0
2021-02-25 11:00:00,1036,1006,0,0,,263,0
2021-02-25 12:00:00,1042,1000,0,0,,265,0
2021-02-25 13:00:00,1042,1003,0,0,,263,0
2021-02-25 14:00:00,1034,1008,0,0,,275,0
2021-02-25 15:00:00,1033,1005,0,0,,310,0
2021-02-25 16:00:00,1028,1003,0,0,,316,0
2021-02-25 17:00:00,1033,1002,0,0,,317,0
2021-02-25 18:00:00,1040,997,0,0,,320,0
2021-02-25 19:00:00,1040,997,0,0,,318,0
2021-02-25 20:00:00,1041,1003,0,0,,320,0
2021-02-25 21:00:00,1040,1007,0,0,,320,0
2021-02-25 22:00:00,1049,1009,0,0,,321,0
2021-02-25 23:00:00,1049,1004,0,0,,279,0
2021-02-26 00:00:00,1046,1000,0,0,,261,0
2021-02-26 01:00:00,1042,1004,0,0,,266,0
2021-02-26 02:00:00,1045,1000,0,0,,262,0
2021-02-26 03:00:00,1042,1006,0,0,,265,0
2021-02-26 04:00:00,1044,1003,0,0,,262,0
2021-02-26 05:00:00,1042,1012,0,0,,265,0
2021-02-26 06:00:00,1044,1011,0,0,,304,0
2021-02-26 07:00:00,1045,1004,0,0,,328,0
2021-02-26 08:00:00,1043,1005,0,0,,327,0
2021-02-26 09:00:00,1046,1010,0,0,,330,0
2021-02-26 10:00:00,1046,1001,0,0,,262,0
2021-02-26 11:00:00,1042,1004,0,0,,263,0
2021-02-26 12:00:00,1045,1007,0,0,,263,0
2021-02-26 13:00:00,1048,1007,0,0,,261,0
2021-02-26 14:00:00,1044,1009,0,0,,264,0
2021-02-26 15:00:00,1045,1015,0,0,,264,0
2021-02-26 16:00:00,1047,1009,0,0,,308,0
2021-02-26 17:00:00,1046,1017,0,0,,335,0
2021-02-26 18:00:00,1048,1013,0,0,,336,0
2021-02-26 19:00:00,1049,1013,0,0,,336,0
2021-02-26 20:00:00,1040,1015,0,0,,333,0
2021-02-26 21:00:00,1052,1029,0,0,,309,0
2021-02-26 22:00:00,1048,1025,0,0,,264,0
2021-02-26 23:00:00,1047,1027,0,0,,264,0
2021-02-27 00:00:00,1049,1019,0,0,,263,0
2021-02-27 01:00:00,1050,1019,0,0,,264,0
2021-02-27 02:00:00,1044,1016,0,0,,263,0
2021-02-27 03:00:00,1041,1014,0,0,,263,0
2021-02-27 04:00:00,1043,1012,0,0,,262,0
2021-02-27 05:00:00,1034,1009,0,0,,263,0
2021-02-27 06:00:00,1038,1020,0,0,,263,0
2021-02-27 07:00:00,1039,1016,0,0,,313,0
2021-02-27 08:00:00,1036,1013,0,0,,330,0
2021-02-27 09:00:00,1038,1007,0,0,,328,0
2021-02-27 10:00:00,1037,1014,0,0,,263,0
2021-02-27 11:00:00,1038,1023,0,0,,264,0
2021-02-27 12:00:00,1041,1021,0,0,,264,0
2021-02-27 13:00:00,989,976,0,0,,266,0
2021-02-27 14:00:00,792,799,0,0,,265,0
2021-02-27 15:00:00,799,802,0,0,,262,0
2021-02-27 16:00:00,970,947,0,0,,268,0
2021-02-27 17:00:00,1042,1011,0,0,,319,0
2021-02-27 18:00:00,1038,1017,0,0,,338,0
2021-02-27 19:00:00,1038,1017,0,0,,311,0
2021-02-27 20:00:00,1039,1017,0,0,,265,0
2021-02-27 21:00:00,1044,1016,0,0,,266,0
2021-02-27 22:00:00,1041,1023,0,0,,262,0
2021-02-27 23:00:00,1038,1024,0,0,,265,0
2021-02-28 00:00:00,1039,1023,0,0,,264,0
2021-02-28 01:00:00,1043,1015,0,0,,265,0
2021-02-28 02:00:00,1032,1020,0,0,,263,0
2021-02-28 03:00:00,1042,1018,0,0,,264,0
2021-02-28 04:00:00,1037,1021,0,0,,263,0
2021-02-28 05:00:00,1036,1015,0,0,,263,0
2021-02-28 06:00:00,1038,1013,0,0,,265,0
2021-02-28 07:00:00,1038,1012,0,0,,263,0
2021-02-28 08:00:00,1036,979,0,0,,263,0
2021-02-28 09:00:00,1036,944,0,0,,265,0
2021-02-28 10:00:00,893,674,0,0,,266,0
2021-02-28 11:00:00,802,484,0,0,,266,0
2021-02-28 12:00:00,691,490,0,0,,266,0
2021-02-28 13:00:00,539,491,0,0,,265,0
2021-02-28 14:00:00,494,488,0,0,,267,0
2021-02-28 15:00:00,640,671,0,0,,262,0
2021-02-28 16:00:00,1010,985,0,0,,265,0
2021-02-28 17:00:00,1040,1011,0,0,,317,0
2021-02-28 18:00:00,1038,1011,0,0,,337,0
2021-02-28 19:00:00,1038,1014,0,0,,336,0
2021-02-28 20:00:00,1038,1020,0,0,,334,0
2021-02-28 21:00:00,1039,1020,0,0,,336,0
2021-02-28 22:00:00,1041,1018,0,0,,282,0
2021-02-28 23:00:00,1041,1020,0,0,,264,0
2021-03-01 00:00:00,1037,1018,0,0,,263,0
2021-03-01 01:00:00,1037,1021,0,0,,265,0
2021-03-01 02:00:00,1038,1017,0,0,,262,0
2021-03-01 03:00:00,1041,1019,12,0,,263,0
2021-03-01 04:00:00,1031,1018,140,0,,268,0
2021-03-01 05:00:00,1039,1015,235,0,,332,19
2021-03-01 06:00:00,1036,1013,292,0,,337,0
2021-03-01 07:00:00,1036,1021,292,36,,336,0
2021-03-01 08:00:00,1028,1012,296,153,,336,0
2021-03-01 09:00:00,1029,1018,298,267,,336,0
2021-03-01 10:00:00,1030,1014,298,298,,335,0
2021-03-01 11:00:00,1035,1019,293,294,,326,0
2021-03-01 12:00:00,1035,1022,177,157,,266,0
2021-03-01 13:00:00,1037,1023,143,135,,266,0
2021-03-01 14:00:00,1034,1020,143,135,,261,0
2021-03-01 15:00:00,1036,1014,166,153,,262,0
2021-03-01 16:00:00,1033,1018,274,274,,312,0
2021-03-01 17:00:00,1034,1015,296,295,,325,0
2021-03-01 18:00:00,1035,1013,297,295,,324,0
2021-03-01 19:00:00,1035,1024,298,296,,331,0
2021-03-01 20:00:00,1040,1022,296,295,,331,0
2021-03-01 21:00:00,1041,1022,297,295,,335,0
2021-03-01 22:00:00,1037,1024,294,292,,303,0
2021-03-01 23:00:00,1041,1014,220,163,,267,0
2021-03-02 00:00:00,1041,1016,146,140,,266,0
2021-03-02 01:00:00,1035,1014,144,140,,264,0
2021-03-02 02:00:00,1040,1012,146,142,,269,0
2021-03-02 03:00:00,1038,1022,146,141,,266,0
2021-03-02 04:00:00,1033,1019,145,141,,267,0
2021-03-02 05:00:00,1035,1014,198,171,,265,0
2021-03-02 06:00:00,1033,1014,285,277,,310,0
2021-03-02 07:00:00,1036,1014,296,296,,322,0
2021-03-02 08:00:00,1035,1014,296,296,,321,0
2021-03-02 09:00:00,1036,1014,295,296,,326,0
2021-03-02 10:00:00,1042,1020,277,274,,324,0
2021-03-02 11:00:00,1039,1018,151,142,,273,0
2021-03-02 12:00:00,1035,1013,145,141,,264,0
2021-03-02 13:00:00,1043,1013,146,141,,270,0
2021-03-02 14:00:00,1036,1013,146,141,,273,0
2021-03-02 15:00:00,1039,1009,163,163,,444,0
2021-03-02 16:00:00,1034,1005,260,268,,509,0
2021-03-02 17:00:00,1032,1011,292,297,,608,0
2021-03-02 18:00:00,1030,1006,293,298,,619,0
2021-03-02 19:00:00,1043,1009,293,299,,619,0
2021-03-02 20:00:00,1042,1013,292,300,,622,0
2021-03-02 21:00:00,1044,1013,293,299,,620,0
2021-03-02 22:00:00,1044,1009,292,297,,623,0
2021-03-02 23:00:00,1045,1015,294,296,,621,0
2021-03-03 00:00:00,1046,1021,297,295,,625,0
2021-03-03 01:00:00,1044,1018,296,296,,622,0
2021-03-03 02:00:00,1041,1016,296,295,,622,0
2021-03-03 03:00:00,1047,1013,296,296,,624,0
2021-03-03 04:00:00,1040,1019,295,296,,621,0
2021-03-03 05:00:00,1041,1015,296,295,,623,0
2021-03-03 06:00:00,1044,1010,296,299,,622,0
2021-03-03 07:00:00,1045,1017,295,301,,622,0
2021-03-03 08:00:00,1043,1018,295,300,,623,0
2021-03-03 09:00:00,1048,1017,295,300,,620,0
2021-03-03 10:00:00,1046,1010,296,300,,614,0
2021-03-03 11:00:00,1044,1010,295,294,,612,0
2021-03-03 12:00:00,1045,1003,295,296,,610,0
2021-03-03 13:00:00,1043,1003,294,293,,609,0
2021-03-03 14:00:00,1044,1003,295,293,,609,0
2021-03-03 15:00:00,1047,1002,294,292,,606,0
2021-03-03 16:00:00,1048,1000,293,294,,608,0
2021-03-03 17:00:00,1044,1002,294,297,,609,0
2021-03-03 18:00:00,1047,1005,294,297,,619,0
2021-03-03 19:00:00,1046,1008,294,299,,619,0
2021-03-03 20:00:00,1049,1007,294,299,,610,0
2021-03-03 21:00:00,1048,1010,293,297,,611,0
2021-03-03 22:00:00,1052,1012,293,296,,611,0
2021-03-03 23:00:00,1051,1012,293,292,,612,0
2021-03-04 00:00:00,1058,1021,260,216,,570,0
2021-03-04 01:00:00,1063,1027,149,141,,309,0
2021-03-04 02:00:00,1044,1018,145,140,,273,0
2021-03-04 03:00:00,1046,1021,146,140,,273,0
2021-03-04 04:00:00,1044,1014,145,140,,272,0
2021-03-04 05:00:00,1041,1015,167,166,,307,0
2021-03-04 06:00:00,1035,1010,283,285,,573,0
2021-03-04 07:00:00,1037,1011,296,296,,621,0
2021-03-04 08:00:00,1041,1018,297,296,,621,0
2021-03-04 09:00:00,1043,1015,296,294,,618,0
2021-03-04 10:00:00,1038,1017,295,295,,612,0
2021-03-04 11:00:00,1043,1018,295,295,,608,0
2021-03-04 12:00:00,1038,1013,294,295,,605,0
2021-03-04 13:00:00,1038,1010,296,296,,607,0
2021-03-04 14:00:00,1038,1010,294,295,,606,0
2021-03-04 15:00:00,1041,1009,295,296,,607,0
2021-03-04 16:00:00,1041,1011,295,299,,604,0
2021-03-04 17:00:00,1036,1011,294,298,,605,0
2021-03-04 18:00:00,1041,1015,296,299,,619,0
2021-03-04 19:00:00,1037,1012,296,299,,617,0
2021-03-04 20:00:00,1040,1020,295,299,,609,0
2021-03-04 21:00:00,1039,1016,297,300,,609,0
2021-03-04 22:00:00,1041,1016,292,277,,607,0
2021-03-04 23:00:00,1009,1015,255,181,,592,0
2021-03-05 00:00:00,914,1022,150,141,,330,0
2021-03-05 01:00:00,862,1017,146,140,,273,0
2021-03-05 02:00:00,926,1018,146,140,,275,0
2021-03-05 03:00:00,939,1018,145,139,,272,0
2021-03-05 04:00:00,943,1019,145,138,,270,0
2021-03-05 05:00:00,1026,1113,160,152,,302,0
2021-03-05 06:00:00,1095,1186,215,213,,417,0
2021-03-05 07:00:00,936,1011,296,302,,617,0
2021-03-05 08:00:00,934,1014,298,302,,618,0
2021-03-05 09:00:00,923,1014,298,305,,621,0
2021-03-05 10:00:00,933,1015,299,304,,613,0
2021-03-05 11:00:00,930,1012,297,299,,610,0
2021-03-05 12:00:00,935,1015,297,286,,602,0
2021-03-05 13:00:00,939,1016,297,250,,569,0
2021-03-05 14:00:00,938,1021,297,252,,481,0
2021-03-05 15:00:00,936,1011,297,264,,560,0
2021-03-05 16:00:00,938,1015,297,300,,613,0
2021-03-05 17:00:00,934,1019,295,304,,613,0
2021-03-05 18:00:00,938,1017,297,302,,613,0
2021-03-05 19:00:00,943,1019,297,303,,614,0
2021-03-05 20:00:00,1039,1015,297,302,,614,0
2021-03-05 21:00:00,1056,1019,297,301,,614,0
2021-03-05 22:00:00,1059,1018,297,301,,615,0
2021-03-05 23:00:00,1062,1025,241,208,,534,0
2021-03-06 00:00:00,1060,1015,217,154,,507,0
2021-03-06 01:00:00,1064,1015,176,139,,443,0
2021-03-06 02:00:00,1063,1019,146,140,,273,0
2021-03-06 03:00:00,1059,1018,146,139,,275,0
2021-03-06 04:00:00,1057,1020,145,139,,273,0
2021-03-06 05:00:00,1056,1015,67,143,,297,0
2021-03-06 06:00:00,1057,1008,0,232,,558,0
2021-03-06 07:00:00,1052,1020,0,282,,616,0
2021-03-06 08:00:00,1052,1018,124,299,,615,0
2021-03-06 09:00:00,1062,1021,148,248,,524,0
2021-03-06 10:00:00,1057,1021,145,147,,293,0
2021-03-06 11:00:00,1060,884,145,140,,275,0
2021-03-06 12:00:00,1055,873,145,139,,273,0
2021-03-06 13:00:00,1057,872,145,139,,274,0
2021-03-06 14:00:00,1054,861,145,139,,273,0
2021-03-06 15:00:00,1059,882,146,139,,275,0
2021-03-06 16:00:00,1053,1008,158,153,,299,0
2021-03-06 17:00:00,1053,1016,276,278,,568,0
2021-03-06 18:00:00,1058,1018,296,289,,618,0
2021-03-06 19:00:00,1054,1015,297,297,,615,0
2021-03-06 20:00:00,1055,1017,300,302,,615,0
2021-03-06 21:00:00,1052,1023,298,302,,615,0
2021-03-06 22:00:00,948,1021,299,298,,616,0
2021-03-06 23:00:00,1053,1027,279,211,,543,0
2021-03-07 00:00:00,1056,1025,160,139,,291,0
2021-03-07 01:00:00,1056,1023,145,139,,268,0
2021-03-07 02:00:00,1051,1023,145,138,,267,0
2021-03-07 03:00:00,1054,1020,146,138,,268,0
2021-03-07 04:00:00,1053,1022,146,139,,268,0
2021-03-07 05:00:00,1054,1021,145,138,,266,0
2021-03-07 06:00:00,1049,1024,145,139,,266,0
2021-03-07 07:00:00,1049,1022,146,139,,269,0
2021-03-07 08:00:00,1056,1015,145,138,,269,0
2021-03-07 09:00:00,1024,807,146,139,,270,0
2021-03-07 10:00:00,877,494,146,140,,272,0
2021-03-07 11:00:00,885,488,147,140,,268,0
2021-03-07 12:00:00,729,481,147,140,,269,0
2021-03-07 13:00:00,472,480,146,139,,268,0
2021-03-07 14:00:00,545,545,145,138,,270,0
2021-03-07 15:00:00,892,753,145,139,,268,0
2021-03-07 16:00:00,1040,984,146,140,,270,0
2021-03-07 17:00:00,1047,1014,241,243,,501,62
2021-03-07 18:00:00,1051,1018,296,294,,625,298
2021-03-07 19:00:00,1049,993,296,295,,624,503
2021-03-07 20:00:00,1051,968,296,295,,623,596
2021-03-07 21:00:00,1050,965,295,295,,622,612
2021-03-07 22:00:00,1052,967,295,295,,623,619
2021-03-07 23:00:00,1053,962,296,299,,624,626
2021-03-08 00:00:00,1051,968,285,288,,617,626
2021-03-08 01:00:00,1052,958,225,221,,608,624
2021-03-08 02:00:00,1050,950,295,291,,623,624
2021-03-08 03:00:00,1051,971,295,299,,622,623
2021-03-08 04:00:00,1059,969,295,297,,577,624
2021-03-08 05:00:00,1054,965,296,298,,519,624
2021-03-08 06:00:00,1058,968,295,297,,623,623
2021-03-08 07:00:00,1057,967,295,297,,621,624
2021-03-08 08:00:00,1056,966,296,297,,622,622
2021-03-08 09:00:00,1059,957,294,297,,623,619
2021-03-08 10:00:00,1056,977,296,297,,622,619
2021-03-08 11:00:00,1054,986,295,297,,623,618
2021-03-08 12:00:00,1054,1005,295,299,,621,619
2021-03-08 13:00:00,1054,1009,295,296,,622,624
2021-03-08 14:00:00,1058,1012,294,300,,622,623
2021-03-08 15:00:00,1055,1007,295,299,,622,623
2021-03-08 16:00:00,1059,1020,294,300,,623,625
2021-03-08 17:00:00,1058,1017,294,299,,624,623
2021-03-08 18:00:00,1058,1022,294,300,,623,623
2021-03-08 19:00:00,1055,1026,294,298,,622,623
2021-03-08 20:00:00,1059,1025,293,299,,625,624
2021-03-08 21:00:00,1060,1018,295,299,,623,623
2021-03-08 22:00:00,1058,1020,294,300,,624,624
2021-03-08 23:00:00,1057,1014,294,300,,624,623
2021-03-09 00:00:00,1058,1021,295,299,,623,623
2021-03-09 01:00:00,949,973,294,295,,624,626
2021-03-09 02:00:00,859,885,294,280,,611,624
2021-03-09 03:00:00,862,934,294,279,,570,624
2021-03-09 04:00:00,907,1012,294,281,,570,622
2021-03-09 05:00:00,1004,1014,294,299,,621,622
2021-03-09 06:00:00,1048,1020,294,299,,623,623
2021-03-09 07:00:00,1054,1015,294,299,,624,623
2021-03-09 08:00:00,1058,1021,294,298,,623,623
2021-03-09 09:00:00,1061,1018,286,299,,624,623
2021-03-09 10:00:00,1054,1016,286,299,,624,622
2021-03-09 11:00:00,1057,1019,286,298,,624,621
2021-03-09 12:00:00,1057,1015,285,299,,619,620
2021-03-09 13:00:00,1059,1017,286,297,,620,621
2021-03-09 14:00:00,1053,1015,287,299,,618,619
2021-03-09 15:00:00,1054,1016,285,296,,617,619
2021-03-09 16:00:00,1058,1016,286,297,,620,621
2021-03-09 17:00:00,1058,1019,287,298,,623,620
2021-03-09 18:00:00,1057,1019,284,297,,623,625
2021-03-09 19:00:00,1058,1021,287,297,,625,626
2021-03-09 20:00:00,1058,1019,286,298,,624,621
2021-03-09 21:00:00,1052,1017,285,297,,618,619
2021-03-09 22:00:00,1061,1019,285,296,,620,621
2021-03-09 23:00:00,1064,1015,286,296,,618,619
2021-03-10 00:00:00,1062,1019,294,295,,619,621
2021-03-10 01:00:00,1061,1022,294,296,,620,621
2021-03-10 02:00:00,1055,1026,294,301,,619,620
2021-03-10 03:00:00,1062,1016,293,301,,619,621
2021-03-10 04:00:00,1053,1014,294,300,,622,621
2021-03-10 05:00:00,1060,1013,295,299,,619,619
2021-03-10 06:00:00,1059,1021,294,299,,620,620
2021-03-10 07:00:00,1059,1020,294,300,,620,621
2021-03-10 08:00:00,1059,1018,293,301,,627,621
2021-03-10 09:00:00,1059,1017,293,301,,619,621
2021-03-10 10:00:00,1062,1018,294,297,,620,619
2021-03-10 11:00:00,1064,1023,291,195,,607,622
2021-03-10 12:00:00,1064,1030,191,0,,327,624
2021-03-10 13:00:00,1055,1012,0,0,,0,620
2021-03-10 14:00:00,1051,1012,0,0,,0,618
2021-03-10 15:00:00,1054,1009,0,0,,0,619
2021-03-10 16:00:00,1058,1016,0,0,,0,618
2021-03-10 17:00:00,1061,1013,0,0,,0,618
2021-03-10 18:00:00,1003,1007,0,0,,0,621
2021-03-10 19:00:00,575,1014,0,0,,0,623
2021-03-10 20:00:00,0,1002,0,0,,0,607
2021-03-10 21:00:00,0,983,0,0,,0,326
2021-03-10 22:00:00,0,969,0,0,,0,266
2021-03-10 23:00:00,0,695,0,0,,0,303
2021-03-11 00:00:00,0,135,0,0,,0,414
2021-03-11 01:00:00,0,0,0,0,,0,399
2021-03-11 02:00:00,0,0,0,0,,0,399
2021-03-11 03:00:00,0,0,0,0,,0,397
2021-03-11 04:00:00,0,0,0,0,,0,401
2021-03-11 05:00:00,0,0,0,0,,0,398
2021-03-11 06:00:00,0,0,0,0,,0,395
2021-03-11 07:00:00,0,0,0,0,,0,400
2021-03-11 08:00:00,0,0,0,0,,0,473
2021-03-11 09:00:00,0,0,0,0,,0,477
2021-03-11 10:00:00,0,0,0,0,,0,422
2021-03-11 11:00:00,0,0,0,0,,0,401
2021-03-11 12:00:00,0,0,0,0,,0,404
2021-03-11 13:00:00,0,0,0,0,,0,408
2021-03-11 14:00:00,0,0,0,0,,0,404
2021-03-11 15:00:00,0,0,0,0,,0,407
2021-03-11 16:00:00,0,0,0,0,,0,407
2021-03-11 17:00:00,0,0,0,0,,0,429
2021-03-11 18:00:00,0,0,0,0,,0,601
2021-03-11 19:00:00,0,0,0,0,,0,478
2021-03-11 20:00:00,0,0,0,0,,0,407
2021-03-11 21:00:00,0,0,0,0,,0,406
2021-03-11 22:00:00,0,0,0,0,,0,407
2021-03-11 23:00:00,0,0,0,0,,0,405
2021-03-12 00:00:00,0,0,0,0,,0,411
2021-03-12 01:00:00,0,0,0,0,,0,406
2021-03-12 02:00:00,0,0,0,0,,0,401
2021-03-12 03:00:00,0,0,0,0,,0,397
2021-03-12 04:00:00,0,0,0,0,,0,396
2021-03-12 05:00:00,0,0,0,0,,0,400
2021-03-12 06:00:00,0,0,0,0,,0,398
2021-03-12 07:00:00,0,0,0,0,,0,397
2021-03-12 08:00:00,0,0,0,0,,0,400
2021-03-12 09:00:00,0,0,0,0,,0,398
2021-03-12 10:00:00,0,0,0,0,,0,399
2021-03-12 11:00:00,0,0,0,0,,0,400
2021-03-12 12:00:00,0,0,0,0,,0,400
2021-03-12 13:00:00,0,0,0,0,,0,397
2021-03-12 14:00:00,0,0,0,0,,0,400
2021-03-12 15:00:00,0,0,0,0,,0,406
2021-03-12 16:00:00,0,0,0,0,,0,409
2021-03-12 17:00:00,0,0,0,0,,0,407
2021-03-12 18:00:00,0,0,0,0,,0,408
2021-03-12 19:00:00,0,0,0,0,,0,408
2021-03-12 20:00:00,0,0,0,0,,0,408
2021-03-12 21:00:00,0,0,0,0,,0,408
2021-03-12 22:00:00,0,0,0,0,,0,408
2021-03-12 23:00:00,0,0,0,0,,0,408
2021-03-13 00:00:00,0,0,0,0,,0,405
2021-03-13 01:00:00,0,0,0,0,,0,408
2021-03-13 02:00:00,0,0,0,0,,0,403
2021-03-13 03:00:00,0,0,0,0,,0,401
2021-03-13 04:00:00,0,0,0,0,,0,398
2021-03-13 05:00:00,0,0,0,0,,0,397
2021-03-13 06:00:00,0,0,0,0,,0,398
2021-03-13 07:00:00,0,0,0,0,,0,395
2021-03-13 08:00:00,0,0,0,0,,0,389
2021-03-13 09:00:00,0,0,0,0,,0,392
2021-03-13 10:00:00,0,0,0,0,,0,392
2021-03-13 11:00:00,0,0,0,0,,0,391
2021-03-13 12:00:00,0,0,0,0,,0,393
2021-03-13 13:00:00,0,0,0,0,,0,400
2021-03-13 14:00:00,0,0,0,0,,0,392
2021-03-13 15:00:00,0,0,0,0,,0,394
2021-03-13 16:00:00,0,0,0,0,,0,404
2021-03-13 17:00:00,0,0,0,0,,0,405
2021-03-13 18:00:00,0,0,0,0,,0,405
2021-03-13 19:00:00,0,0,0,0,,0,403
2021-03-13 20:00:00,0,0,0,0,,0,402
2021-03-13 21:00:00,0,0,0,0,,0,403
2021-03-13 22:00:00,0,0,0,0,,0,409
2021-03-13 23:00:00,0,0,0,0,,0,500
2021-03-14 00:00:00,0,0,0,0,,0,526
2021-03-14 01:00:00,0,0,0,0,,0,555
2021-03-14 02:00:00,0,0,0,0,,0,547
2021-03-14 03:00:00,0,0,0,0,,0,443
2021-03-14 04:00:00,78,0,0,0,,0,356
2021-03-14 05:00:00,346,0,0,0,,0,0
2021-03-14 06:00:00,406,0,0,0,,0,0
2021-03-14 07:00:00,489,0,0,0,,0,0
2021-03-14 08:00:00,487,0,0,0,,0,0
2021-03-14 09:00:00,495,0,0,0,,0,0
2021-03-14 10:00:00,497,0,0,0,,0,0
2021-03-14 11:00:00,486,0,0,0,,0,0
2021-03-14 12:00:00,461,0,0,0,,0,0
2021-03-14 13:00:00,485,0,0,0,,0,0
2021-03-14 14:00:00,479,0,0,0,,0,0
2021-03-14 15:00:00,480,0,0,0,,0,0
2021-03-14 16:00:00,492,0,0,0,,0,0
2021-03-14 17:00:00,816,0,0,0,,0,0
2021-03-14 18:00:00,968,0,0,0,,0,0
2021-03-14 19:00:00,989,0,0,0,,0,0
2021-03-14 20:00:00,987,0,0,0,,0,0
