date,start,end,11WD8DRES5X----D
7022018,04:00,05:00,254
7022018,05:00,06:00,254
7022018,06:00,07:00,254
7022018,07:00,08:00,253
7022018,08:00,09:00,253
7022018,09:00,10:00,251
7022018,10:00,11:00,250
7022018,11:00,12:00,249
7022018,12:00,13:00,248
7022018,13:00,14:00,248
7022018,14:00,15:00,248
7022018,15:00,16:00,248
7022018,16:00,17:00,248
7022018,17:00,18:00,249
7022018,18:00,19:00,250
7022018,19:00,20:00,250
7022018,20:00,21:00,251
7022018,21:00,22:00,252
7022018,22:00,23:00,252
7022018,23:00,00:00,253
8022018,00:00,01:00,253
8022018,01:00,02:00,253
8022018,02:00,03:00,253
8022018,03:00,04:00,253
8022018,04:00,05:00,254
8022018,05:00,06:00,254
8022018,06:00,07:00,251
8022018,07:00,08:00,251
8022018,08:00,09:00,251
8022018,09:00,10:00,251
8022018,10:00,11:00,250
8022018,11:00,12:00,250
8022018,12:00,13:00,250
8022018,13:00,14:00,250
8022018,14:00,15:00,250
8022018,15:00,16:00,250
8022018,16:00,17:00,250
8022018,17:00,18:00,250
8022018,18:00,19:00,250
8022018,19:00,20:00,250
8022018,20:00,21:00,251
8022018,21:00,22:00,252
8022018,22:00,23:00,253
8022018,23:00,00:00,254
9022018,00:00,01:00,254
9022018,01:00,02:00,254
9022018,02:00,03:00,254
9022018,03:00,04:00,253
9022018,04:00,05:00,253
9022018,05:00,06:00,253
9022018,06:00,07:00,252
9022018,07:00,08:00,252
9022018,08:00,09:00,252
9022018,09:00,10:00,251
9022018,10:00,11:00,251
9022018,11:00,12:00,250
9022018,12:00,13:00,249
9022018,13:00,14:00,249
9022018,14:00,15:00,248
9022018,15:00,16:00,248
9022018,16:00,17:00,249
9022018,17:00,18:00,250
9022018,18:00,19:00,250
9022018,19:00,20:00,251
9022018,20:00,21:00,251
9022018,21:00,22:00,252
9022018,22:00,23:00,252
9022018,23:00,00:00,253
10022018,00:00,01:00,253
10022018,01:00,02:00,253
10022018,02:00,03:00,253
10022018,03:00,04:00,253
10022018,04:00,05:00,253
10022018,05:00,06:00,253
10022018,06:00,07:00,253
10022018,07:00,08:00,252
10022018,08:00,09:00,252
10022018,09:00,10:00,252
10022018,10:00,11:00,251
10022018,11:00,12:00,250
10022018,12:00,13:00,250
10022018,13:00,14:00,250
10022018,14:00,15:00,250
10022018,15:00,16:00,250
10022018,16:00,17:00,249
10022018,17:00,18:00,250
10022018,18:00,19:00,250
10022018,19:00,20:00,249
10022018,20:00,21:00,249
10022018,21:00,22:00,250
10022018,22:00,23:00,250
10022018,23:00,00:00,250
11022018,00:00,01:00,249
11022018,01:00,02:00,249
11022018,02:00,03:00,250
11022018,03:00,04:00,249
11022018,04:00,05:00,248
11022018,05:00,06:00,247
