Date;Start;End;Generation_DE G [MW] Original resolutions;Generation_DE F [MW] Original resolutions;Generation_DE A [MW] Original resolutions;Generation_DE B [MW] Original resolutions;Generation_DE Neurath C [MW] Original resolutions;Generation_DE Neurath D [MW] Original resolutions;Generation_DE Neurath E [MW] Original resolutions
05.03.2021;05:00;06:00;1.026;1.113;160;152;-;302;0
05.03.2021;06:00;07:00;1.095;1.186;215;213;-;417;0
05.03.2021;07:00;08:00;936;1.011;296;302;-;617;0
05.03.2021;08:00;09:00;934;1.014;298;302;-;618;0
05.03.2021;09:00;10:00;923;1.014;298;305;-;621;0
05.03.2021;10:00;11:00;933;1.015;299;304;-;613;0
05.03.2021;11:00;12:00;930;1.012;297;299;-;610;0
05.03.2021;12:00;13:00;935;1.015;297;286;-;602;0
05.03.2021;13:00;14:00;939;1.016;297;250;-;569;0
05.03.2021;14:00;15:00;938;1.021;297;252;-;481;0
05.03.2021;15:00;16:00;936;1.011;297;264;-;560;0
05.03.2021;16:00;17:00;938;1.015;297;300;-;613;0
05.03.2021;17:00;18:00;934;1.019;295;304;-;613;0
05.03.2021;18:00;19:00;938;1.017;297;302;-;613;0
05.03.2021;19:00;20:00;943;1.019;297;303;-;614;0
05.03.2021;20:00;21:00;1.039;1.015;297;302;-;614;0
05.03.2021;21:00;22:00;1.056;1.019;297;301;-;614;0
05.03.2021;22:00;23:00;1.059;1.018;297;301;-;615;0
05.03.2021;23:00;00:00;1.062;1.025;241;208;-;534;0
06.03.2021;00:00;01:00;1.060;1.015;217;154;-;507;0
06.03.2021;01:00;02:00;1.064;1.015;176;139;-;443;0
06.03.2021;02:00;03:00;1.063;1.019;146;140;-;273;0
06.03.2021;03:00;04:00;1.059;1.018;146;139;-;275;0
06.03.2021;04:00;05:00;1.057;1.020;145;139;-;273;0
06.03.2021;05:00;06:00;1.056;1.015;67;143;-;297;0
06.03.2021;06:00;07:00;1.057;1.008;0;232;-;558;0
06.03.2021;07:00;08:00;1.052;1.020;0;282;-;616;0
06.03.2021;08:00;09:00;1.052;1.018;124;299;-;615;0
06.03.2021;09:00;10:00;1.062;1.021;148;248;-;524;0
06.03.2021;10:00;11:00;1.057;1.021;145;147;-;293;0
06.03.2021;11:00;12:00;1.060;884;145;140;-;275;0
06.03.2021;12:00;13:00;1.055;873;145;139;-;273;0
06.03.2021;13:00;14:00;1.057;872;145;139;-;274;0
06.03.2021;14:00;15:00;1.054;861;145;139;-;273;0
06.03.2021;15:00;16:00;1.059;882;146;139;-;275;0
06.03.2021;16:00;17:00;1.053;1.008;158;153;-;299;0
06.03.2021;17:00;18:00;1.053;1.016;276;278;-;568;0
06.03.2021;18:00;19:00;1.058;1.018;296;289;-;618;0
06.03.2021;19:00;20:00;1.054;1.015;297;297;-;615;0
06.03.2021;20:00;21:00;1.055;1.017;300;302;-;615;0
06.03.2021;21:00;22:00;1.052;1.023;298;302;-;615;0
06.03.2021;22:00;23:00;948;1.021;299;298;-;616;0
06.03.2021;23:00;00:00;1.053;1.027;279;211;-;543;0
07.03.2021;00:00;01:00;1.056;1.025;160;139;-;291;0
07.03.2021;01:00;02:00;1.056;1.023;145;139;-;268;0
07.03.2021;02:00;03:00;1.051;1.023;145;138;-;267;0
07.03.2021;03:00;04:00;1.054;1.020;146;138;-;268;0
07.03.2021;04:00;05:00;1.053;1.022;146;139;-;268;0
07.03.2021;05:00;06:00;1.054;1.021;145;138;-;266;0
07.03.2021;06:00;07:00;1.049;1.024;145;139;-;266;0
07.03.2021;07:00;08:00;1.049;1.022;146;139;-;269;0
07.03.2021;08:00;09:00;1.056;1.015;145;138;-;269;0
07.03.2021;09:00;10:00;1.024;807;146;139;-;270;0
07.03.2021;10:00;11:00;877;494;146;140;-;272;0
07.03.2021;11:00;12:00;885;488;147;140;-;268;0
07.03.2021;12:00;13:00;729;481;147;140;-;269;0
07.03.2021;13:00;14:00;472;480;146;139;-;268;0
07.03.2021;14:00;15:00;545;545;145;138;-;270;0
07.03.2021;15:00;16:00;892;753;145;139;-;268;0
07.03.2021;16:00;17:00;1.040;984;146;140;-;270;0
07.03.2021;17:00;18:00;1.047;1.014;241;243;-;501;62
07.03.2021;18:00;19:00;1.051;1.018;296;294;-;625;298
07.03.2021;19:00;20:00;1.049;993;296;295;-;624;503
07.03.2021;20:00;21:00;1.051;968;296;295;-;623;596
07.03.2021;21:00;22:00;1.050;965;295;295;-;622;612
07.03.2021;22:00;23:00;1.052;967;295;295;-;623;619
07.03.2021;23:00;00:00;1.053;962;296;299;-;624;626
08.03.2021;00:00;01:00;1.051;968;285;288;-;617;626
08.03.2021;01:00;02:00;1.052;958;225;221;-;608;624
08.03.2021;02:00;03:00;1.050;950;295;291;-;623;624
08.03.2021;03:00;04:00;1.051;971;295;299;-;622;623
08.03.2021;04:00;05:00;1.059;969;295;297;-;577;624
08.03.2021;05:00;06:00;1.054;965;296;298;-;519;624
08.03.2021;06:00;07:00;1.058;968;295;297;-;623;623
08.03.2021;07:00;08:00;1.057;967;295;297;-;621;624
08.03.2021;08:00;09:00;1.056;966;296;297;-;622;622
08.03.2021;09:00;10:00;1.059;957;294;297;-;623;619
08.03.2021;10:00;11:00;1.056;977;296;297;-;622;619
08.03.2021;11:00;12:00;1.054;986;295;297;-;623;618
08.03.2021;12:00;13:00;1.054;1.005;295;299;-;621;619
08.03.2021;13:00;14:00;1.054;1.009;295;296;-;622;624
08.03.2021;14:00;15:00;1.058;1.012;294;300;-;622;623
08.03.2021;15:00;16:00;1.055;1.007;295;299;-;622;623
08.03.2021;16:00;17:00;1.059;1.020;294;300;-;623;625
08.03.2021;17:00;18:00;1.058;1.017;294;299;-;624;623
08.03.2021;18:00;19:00;1.058;1.022;294;300;-;623;623
08.03.2021;19:00;20:00;1.055;1.026;294;298;-;622;623
08.03.2021;20:00;21:00;1.059;1.025;293;299;-;625;624
08.03.2021;21:00;22:00;1.060;1.018;295;299;-;623;623
08.03.2021;22:00;23:00;1.058;1.020;294;300;-;624;624
08.03.2021;23:00;00:00;1.057;1.014;294;300;-;624;623
09.03.2021;00:00;01:00;1.058;1.021;295;299;-;623;623
09.03.2021;01:00;02:00;949;973;294;295;-;624;626
09.03.2021;02:00;03:00;859;885;294;280;-;611;624
09.03.2021;03:00;04:00;862;934;294;279;-;570;624
09.03.2021;04:00;05:00;907;1.012;294;281;-;570;622
09.03.2021;05:00;06:00;1.004;1.014;294;299;-;621;622
09.03.2021;06:00;07:00;1.048;1.020;294;299;-;623;623
09.03.2021;07:00;08:00;1.054;1.015;294;299;-;624;623
09.03.2021;08:00;09:00;1.058;1.021;294;298;-;623;623
09.03.2021;09:00;10:00;1.061;1.018;286;299;-;624;623
09.03.2021;10:00;11:00;1.054;1.016;286;299;-;624;622
09.03.2021;11:00;12:00;1.057;1.019;286;298;-;624;621
09.03.2021;12:00;13:00;1.057;1.015;285;299;-;619;620
09.03.2021;13:00;14:00;1.059;1.017;286;297;-;620;621
09.03.2021;14:00;15:00;1.053;1.015;287;299;-;618;619
09.03.2021;15:00;16:00;1.054;1.016;285;296;-;617;619
09.03.2021;16:00;17:00;1.058;1.016;286;297;-;620;621
09.03.2021;17:00;18:00;1.058;1.019;287;298;-;623;620
09.03.2021;18:00;19:00;1.057;1.019;284;297;-;623;625
09.03.2021;19:00;20:00;1.058;1.021;287;297;-;625;626
09.03.2021;20:00;21:00;1.058;1.019;286;298;-;624;621
09.03.2021;21:00;22:00;1.052;1.017;285;297;-;618;619
09.03.2021;22:00;23:00;1.061;1.019;285;296;-;620;621
09.03.2021;23:00;00:00;1.064;1.015;286;296;-;618;619
10.03.2021;00:00;01:00;1.062;1.019;294;295;-;619;621
10.03.2021;01:00;02:00;1.061;1.022;294;296;-;620;621
10.03.2021;02:00;03:00;1.055;1.026;294;301;-;619;620
10.03.2021;03:00;04:00;1.062;1.016;293;301;-;619;621
10.03.2021;04:00;05:00;1.053;1.014;294;300;-;622;621
10.03.2021;05:00;06:00;1.060;1.013;295;299;-;619;619
10.03.2021;06:00;07:00;1.059;1.021;294;299;-;620;620
10.03.2021;07:00;08:00;1.059;1.020;294;300;-;620;621
10.03.2021;08:00;09:00;1.059;1.018;293;301;-;627;621
10.03.2021;09:00;10:00;1.059;1.017;293;301;-;619;621
10.03.2021;10:00;11:00;1.062;1.018;294;297;-;620;619
10.03.2021;11:00;12:00;1.064;1.023;291;195;-;607;622
10.03.2021;12:00;13:00;1.064;1.030;191;0;-;327;624
10.03.2021;13:00;14:00;1.055;1.012;0;0;-;0;620
10.03.2021;14:00;15:00;1.051;1.012;0;0;-;0;618
10.03.2021;15:00;16:00;1.054;1.009;0;0;-;0;619
10.03.2021;16:00;17:00;1.058;1.016;0;0;-;0;618
10.03.2021;17:00;18:00;1.061;1.013;0;0;-;0;618
10.03.2021;18:00;19:00;1.003;1.007;0;0;-;0;621
10.03.2021;19:00;20:00;575;1.014;0;0;-;0;623
10.03.2021;20:00;21:00;0;1.002;0;0;-;0;607
10.03.2021;21:00;22:00;0;983;0;0;-;0;326
10.03.2021;22:00;23:00;0;969;0;0;-;0;266
10.03.2021;23:00;00:00;0;695;0;0;-;0;303
11.03.2021;00:00;01:00;0;135;0;0;-;0;414
11.03.2021;01:00;02:00;0;0;0;0;-;0;399
11.03.2021;02:00;03:00;0;0;0;0;-;0;399
11.03.2021;03:00;04:00;0;0;0;0;-;0;397
11.03.2021;04:00;05:00;0;0;0;0;-;0;401
11.03.2021;05:00;06:00;0;0;0;0;-;0;398
11.03.2021;06:00;07:00;0;0;0;0;-;0;395
11.03.2021;07:00;08:00;0;0;0;0;-;0;400
11.03.2021;08:00;09:00;0;0;0;0;-;0;473
11.03.2021;09:00;10:00;0;0;0;0;-;0;477
11.03.2021;10:00;11:00;0;0;0;0;-;0;422
11.03.2021;11:00;12:00;0;0;0;0;-;0;401
11.03.2021;12:00;13:00;0;0;0;0;-;0;404
11.03.2021;13:00;14:00;0;0;0;0;-;0;408
11.03.2021;14:00;15:00;0;0;0;0;-;0;404
11.03.2021;15:00;16:00;0;0;0;0;-;0;407
11.03.2021;16:00;17:00;0;0;0;0;-;0;407
11.03.2021;17:00;18:00;0;0;0;0;-;0;429
11.03.2021;18:00;19:00;0;0;0;0;-;0;601
11.03.2021;19:00;20:00;0;0;0;0;-;0;478
11.03.2021;20:00;21:00;0;0;0;0;-;0;407
11.03.2021;21:00;22:00;0;0;0;0;-;0;406
11.03.2021;22:00;23:00;0;0;0;0;-;0;407
11.03.2021;23:00;00:00;0;0;0;0;-;0;405
12.03.2021;00:00;01:00;0;0;0;0;-;0;411
12.03.2021;01:00;02:00;0;0;0;0;-;0;406
12.03.2021;02:00;03:00;0;0;0;0;-;0;401
12.03.2021;03:00;04:00;0;0;0;0;-;0;397
12.03.2021;04:00;05:00;0;0;0;0;-;0;396
12.03.2021;05:00;06:00;0;0;0;0;-;0;400
12.03.2021;06:00;07:00;0;0;0;0;-;0;398
12.03.2021;07:00;08:00;0;0;0;0;-;0;397
12.03.2021;08:00;09:00;0;0;0;0;-;0;400
12.03.2021;09:00;10:00;0;0;0;0;-;0;398
12.03.2021;10:00;11:00;0;0;0;0;-;0;399
12.03.2021;11:00;12:00;0;0;0;0;-;0;400
12.03.2021;12:00;13:00;0;0;0;0;-;0;400
12.03.2021;13:00;14:00;0;0;0;0;-;0;397
12.03.2021;14:00;15:00;0;0;0;0;-;0;400
12.03.2021;15:00;16:00;0;0;0;0;-;0;406
12.03.2021;16:00;17:00;0;0;0;0;-;0;409
12.03.2021;17:00;18:00;0;0;0;0;-;0;407
12.03.2021;18:00;19:00;0;0;0;0;-;0;408
12.03.2021;19:00;20:00;0;0;0;0;-;0;408
12.03.2021;20:00;21:00;0;0;0;0;-;0;408
12.03.2021;21:00;22:00;0;0;0;0;-;0;408
12.03.2021;22:00;23:00;0;0;0;0;-;0;408
12.03.2021;23:00;00:00;0;0;0;0;-;0;408
13.03.2021;00:00;01:00;0;0;0;0;-;0;405
13.03.2021;01:00;02:00;0;0;0;0;-;0;408
13.03.2021;02:00;03:00;0;0;0;0;-;0;403
13.03.2021;03:00;04:00;0;0;0;0;-;0;401
13.03.2021;04:00;05:00;0;0;0;0;-;0;398
13.03.2021;05:00;06:00;0;0;0;0;-;0;397
13.03.2021;06:00;07:00;0;0;0;0;-;0;398
13.03.2021;07:00;08:00;0;0;0;0;-;0;395
13.03.2021;08:00;09:00;0;0;0;0;-;0;389
13.03.2021;09:00;10:00;0;0;0;0;-;0;392
13.03.2021;10:00;11:00;0;0;0;0;-;0;392
13.03.2021;11:00;12:00;0;0;0;0;-;0;391
13.03.2021;12:00;13:00;0;0;0;0;-;0;393
13.03.2021;13:00;14:00;0;0;0;0;-;0;400
13.03.2021;14:00;15:00;0;0;0;0;-;0;392
13.03.2021;15:00;16:00;0;0;0;0;-;0;394
13.03.2021;16:00;17:00;0;0;0;0;-;0;404
13.03.2021;17:00;18:00;0;0;0;0;-;0;405
13.03.2021;18:00;19:00;0;0;0;0;-;0;405
13.03.2021;19:00;20:00;0;0;0;0;-;0;403
13.03.2021;20:00;21:00;0;0;0;0;-;0;402
13.03.2021;21:00;22:00;0;0;0;0;-;0;403
13.03.2021;22:00;23:00;0;0;0;0;-;0;409
13.03.2021;23:00;00:00;0;0;0;0;-;0;500
14.03.2021;00:00;01:00;0;0;0;0;-;0;526
14.03.2021;01:00;02:00;0;0;0;0;-;0;555
14.03.2021;02:00;03:00;0;0;0;0;-;0;547
14.03.2021;03:00;04:00;0;0;0;0;-;0;443
14.03.2021;04:00;05:00;78;0;0;0;-;0;356
14.03.2021;05:00;06:00;346;0;0;0;-;0;0
14.03.2021;06:00;07:00;406;0;0;0;-;0;0
14.03.2021;07:00;08:00;489;0;0;0;-;0;0
14.03.2021;08:00;09:00;487;0;0;0;-;0;0
14.03.2021;09:00;10:00;495;0;0;0;-;0;0
14.03.2021;10:00;11:00;497;0;0;0;-;0;0
14.03.2021;11:00;12:00;486;0;0;0;-;0;0
14.03.2021;12:00;13:00;461;0;0;0;-;0;0
14.03.2021;13:00;14:00;485;0;0;0;-;0;0
14.03.2021;14:00;15:00;479;0;0;0;-;0;0
14.03.2021;15:00;16:00;480;0;0;0;-;0;0
14.03.2021;16:00;17:00;492;0;0;0;-;0;0
14.03.2021;17:00;18:00;816;0;0;0;-;0;0
14.03.2021;18:00;19:00;968;0;0;0;-;0;0
14.03.2021;19:00;20:00;989;0;0;0;-;0;0
14.03.2021;20:00;21:00;987;0;0;0;-;0;0
14.03.2021;21:00;22:00;983;0;0;0;-;0;0
14.03.2021;22:00;23:00;984;0;0;0;-;0;0
14.03.2021;23:00;00:00;1.015;0;0;0;-;0;0
15.03.2021;00:00;01:00;862;0;0;0;-;0;0
15.03.2021;01:00;02:00;758;0;0;0;-;0;0
15.03.2021;02:00;03:00;745;0;0;0;-;0;0
15.03.2021;03:00;04:00;745;0;0;0;-;0;0
15.03.2021;04:00;05:00;774;241;0;0;-;0;0
15.03.2021;05:00;06:00;1.003;557;0;0;-;0;0
15.03.2021;06:00;07:00;1.015;676;0;0;-;0;0
15.03.2021;07:00;08:00;1.016;949;0;0;-;0;0
15.03.2021;08:00;09:00;1.019;1.014;0;0;-;0;0
15.03.2021;09:00;10:00;1.013;1.017;0;0;-;0;0
15.03.2021;10:00;11:00;1.016;1.013;0;0;-;0;0
15.03.2021;11:00;12:00;1.020;1.014;0;0;-;0;0
15.03.2021;12:00;13:00;1.014;1.012;0;0;-;0;0
15.03.2021;13:00;14:00;1.016;1.019;0;0;-;0;0
15.03.2021;14:00;15:00;1.012;1.005;0;0;-;0;0
15.03.2021;15:00;16:00;1.014;882;0;0;-;0;0
15.03.2021;16:00;17:00;1.011;882;0;0;-;0;0
15.03.2021;17:00;18:00;1.017;1.010;0;0;-;0;0
15.03.2021;18:00;19:00;1.016;1.024;0;0;-;0;0
15.03.2021;19:00;20:00;1.026;1.027;0;0;-;0;0
15.03.2021;20:00;21:00;1.025;1.023;0;0;-;0;0
15.03.2021;21:00;22:00;1.024;1.006;0;0;-;0;0
15.03.2021;22:00;23:00;1.022;972;0;0;-;0;0
15.03.2021;23:00;00:00;1.024;958;0;0;-;0;0
16.03.2021;00:00;01:00;1.030;957;0;0;-;0;0
16.03.2021;01:00;02:00;1.023;911;0;0;-;0;0
16.03.2021;02:00;03:00;1.026;911;0;0;-;0;0
16.03.2021;03:00;04:00;1.024;910;0;0;-;0;0
16.03.2021;04:00;05:00;1.026;857;14;0;-;0;0
16.03.2021;05:00;06:00;1.024;915;155;0;-;0;0
16.03.2021;06:00;07:00;1.024;957;229;0;-;0;0
16.03.2021;07:00;08:00;1.026;953;287;0;-;0;0
16.03.2021;08:00;09:00;1.029;961;292;0;-;0;0
16.03.2021;09:00;10:00;1.028;965;294;0;-;0;0
16.03.2021;10:00;11:00;1.032;1.004;293;0;-;0;0
16.03.2021;11:00;12:00;1.027;1.014;292;0;-;0;0
16.03.2021;12:00;13:00;1.030;1.020;293;0;-;0;0
16.03.2021;13:00;14:00;1.026;1.006;293;0;-;0;0
16.03.2021;14:00;15:00;1.028;1.008;295;0;-;0;0
16.03.2021;15:00;16:00;1.027;1.007;294;0;-;0;0
16.03.2021;16:00;17:00;1.032;1.006;294;0;-;0;0
16.03.2021;17:00;18:00;1.029;1.004;294;0;-;0;0
16.03.2021;18:00;19:00;1.030;1.005;295;0;-;0;0
16.03.2021;19:00;20:00;1.033;1.008;294;0;-;0;0
16.03.2021;20:00;21:00;1.034;1.010;292;0;-;0;0
16.03.2021;21:00;22:00;1.032;1.011;293;0;-;0;0
16.03.2021;22:00;23:00;1.036;1.011;294;0;-;0;0
16.03.2021;23:00;00:00;1.033;1.034;235;0;-;0;0
17.03.2021;00:00;01:00;1.028;1.028;145;0;-;0;0
17.03.2021;01:00;02:00;1.033;1.033;147;0;-;0;0
17.03.2021;02:00;03:00;1.030;1.027;144;0;-;0;0
17.03.2021;03:00;04:00;1.030;1.019;144;0;-;0;0
17.03.2021;04:00;05:00;1.011;1.023;143;0;-;0;26
17.03.2021;05:00;06:00;1.012;1.021;156;0;-;0;284
17.03.2021;06:00;07:00;1.020;1.025;259;0;-;0;547
17.03.2021;07:00;08:00;1.014;1.028;293;0;-;0;586
17.03.2021;08:00;09:00;1.027;1.019;292;0;-;0;584
17.03.2021;09:00;10:00;1.028;1.026;292;0;-;0;584
17.03.2021;10:00;11:00;1.026;1.022;292;0;-;0;584
17.03.2021;11:00;12:00;1.018;1.018;288;0;-;0;586
17.03.2021;12:00;13:00;1.014;1.022;284;0;-;0;584
17.03.2021;13:00;14:00;1.019;1.022;283;0;-;0;585
17.03.2021;14:00;15:00;1.016;1.026;284;0;-;0;586
17.03.2021;15:00;16:00;1.021;1.024;284;0;-;0;586
17.03.2021;16:00;17:00;1.019;1.026;284;0;-;0;586
17.03.2021;17:00;18:00;1.027;1.026;284;0;-;0;586
17.03.2021;18:00;19:00;1.021;1.023;284;0;-;0;609
17.03.2021;19:00;20:00;1.018;1.027;285;0;-;0;602
17.03.2021;20:00;21:00;1.020;1.028;285;0;-;0;602
17.03.2021;21:00;22:00;1.014;1.027;285;0;-;0;601
17.03.2021;22:00;23:00;1.020;1.027;278;0;-;0;600
17.03.2021;23:00;00:00;1.018;1.025;234;0;-;0;603
18.03.2021;00:00;01:00;1.022;1.024;225;0;-;0;602
18.03.2021;01:00;02:00;1.020;1.032;201;0;-;0;601
18.03.2021;02:00;03:00;1.024;1.034;171;0;-;0;601
18.03.2021;03:00;04:00;1.020;1.021;180;0;-;0;600
18.03.2021;04:00;05:00;1.018;1.024;272;0;-;0;600
18.03.2021;05:00;06:00;1.017;1.021;287;0;-;0;599
18.03.2021;06:00;07:00;1.013;1.026;292;0;-;0;599
18.03.2021;07:00;08:00;1.020;1.027;291;0;-;0;600
18.03.2021;08:00;09:00;1.020;1.027;292;0;-;0;600
18.03.2021;09:00;10:00;1.023;1.015;292;0;-;0;600
18.03.2021;10:00;11:00;1.021;1.025;291;0;-;0;598
18.03.2021;11:00;12:00;1.015;1.025;292;0;-;0;600
18.03.2021;12:00;13:00;1.020;1.025;292;0;-;0;601
18.03.2021;13:00;14:00;1.010;1.021;291;0;-;0;605
18.03.2021;14:00;15:00;1.016;1.023;293;0;-;0;625
18.03.2021;15:00;16:00;992;1.021;293;0;-;0;622
18.03.2021;16:00;17:00;970;1.027;292;0;-;0;623
18.03.2021;17:00;18:00;958;1.022;292;0;-;0;618
18.03.2021;18:00;19:00;920;1.017;293;0;-;0;622
18.03.2021;19:00;20:00;918;1.021;292;0;-;0;626
18.03.2021;20:00;21:00;1.005;1.026;292;0;-;0;615
18.03.2021;21:00;22:00;1.018;1.025;293;0;-;0;625
18.03.2021;22:00;23:00;1.020;1.027;292;0;-;0;625
18.03.2021;23:00;00:00;1.019;1.022;294;0;-;0;627
19.03.2021;00:00;01:00;1.016;1.023;297;0;-;0;627
19.03.2021;01:00;02:00;1.017;1.026;296;0;-;0;616
19.03.2021;02:00;03:00;1.018;1.010;293;0;-;0;580
19.03.2021;03:00;04:00;1.020;983;266;0;-;0;600
19.03.2021;04:00;05:00;1.018;1.011;260;0;-;0;600
19.03.2021;05:00;06:00;1.014;1.017;295;0;-;0;600
19.03.2021;06:00;07:00;1.018;1.023;295;0;-;0;601
19.03.2021;07:00;08:00;1.017;1.020;295;0;-;0;624
19.03.2021;08:00;09:00;1.012;1.022;294;0;-;0;623
19.03.2021;09:00;10:00;1.016;1.023;295;0;-;0;616
19.03.2021;10:00;11:00;1.017;1.027;252;0;-;0;613
19.03.2021;11:00;12:00;1.013;1.027;146;0;-;0;444
19.03.2021;12:00;13:00;1.014;1.028;144;0;-;0;299
19.03.2021;13:00;14:00;1.012;1.019;144;0;-;0;268
19.03.2021;14:00;15:00;1.009;1.025;144;0;-;0;269
19.03.2021;15:00;16:00;1.013;1.025;145;0;-;0;269
19.03.2021;16:00;17:00;1.009;1.018;147;0;-;0;399
19.03.2021;17:00;18:00;1.012;1.024;255;0;-;0;616
19.03.2021;18:00;19:00;1.015;1.026;294;0;-;0;617
19.03.2021;19:00;20:00;1.012;1.025;294;0;-;0;615
19.03.2021;20:00;21:00;1.014;1.027;294;0;-;0;604
19.03.2021;21:00;22:00;1.013;1.030;294;0;-;0;585
19.03.2021;22:00;23:00;1.016;1.032;294;0;-;0;585
19.03.2021;23:00;00:00;1.014;1.017;294;0;-;0;587
20.03.2021;00:00;01:00;1.013;1.018;294;0;-;0;588
20.03.2021;01:00;02:00;1.015;1.024;293;0;-;0;586
20.03.2021;02:00;03:00;1.017;1.025;294;0;-;0;561
20.03.2021;03:00;04:00;1.019;1.031;293;0;-;0;102
20.03.2021;04:00;05:00;1.019;1.030;292;0;-;0;0
20.03.2021;05:00;06:00;1.010;1.026;290;0;-;0;0
20.03.2021;06:00;07:00;1.021;1.023;292;0;-;0;0
20.03.2021;07:00;08:00;1.023;1.007;292;0;-;0;0
20.03.2021;08:00;09:00;1.026;1.016;292;0;-;0;0
20.03.2021;09:00;10:00;1.024;1.013;255;0;-;0;0
20.03.2021;10:00;11:00;1.025;1.020;175;0;-;0;0
20.03.2021;11:00;12:00;1.025;1.020;175;0;-;0;0
20.03.2021;12:00;13:00;1.023;1.023;177;0;-;0;0
20.03.2021;13:00;14:00;1.023;1.009;177;0;-;0;0
20.03.2021;14:00;15:00;1.026;1.003;176;0;-;0;0
20.03.2021;15:00;16:00;1.023;1.005;175;0;-;0;0
20.03.2021;16:00;17:00;1.025;1.005;146;0;-;0;0
20.03.2021;17:00;18:00;1.024;1.013;230;0;-;0;0
20.03.2021;18:00;19:00;1.027;1.016;273;0;-;0;0
20.03.2021;19:00;20:00;1.022;1.018;293;0;-;0;0
20.03.2021;20:00;21:00;1.024;1.015;268;0;-;0;0
20.03.2021;21:00;22:00;1.030;1.017;206;0;-;0;0
20.03.2021;22:00;23:00;1.028;1.019;189;0;-;0;0
20.03.2021;23:00;00:00;1.020;1.010;187;0;-;0;0
21.03.2021;00:00;01:00;853;726;146;0;-;0;0
21.03.2021;01:00;02:00;750;559;145;0;-;0;0
21.03.2021;02:00;03:00;619;486;144;0;-;0;0
21.03.2021;03:00;04:00;567;487;144;0;-;0;0
21.03.2021;04:00;05:00;559;484;146;0;-;0;0
21.03.2021;05:00;06:00;555;485;144;0;-;0;0
21.03.2021;06:00;07:00;486;484;143;0;-;0;0
21.03.2021;07:00;08:00;486;482;143;0;-;0;0
21.03.2021;08:00;09:00;484;483;144;0;-;0;0
21.03.2021;09:00;10:00;487;481;143;0;-;0;0
21.03.2021;10:00;11:00;532;484;142;0;-;0;0
21.03.2021;11:00;12:00;775;513;142;0;-;0;0
21.03.2021;12:00;13:00;888;508;143;0;-;0;0
21.03.2021;13:00;14:00;656;486;144;0;-;0;0
21.03.2021;14:00;15:00;491;479;143;0;-;0;0
21.03.2021;15:00;16:00;485;483;143;0;-;0;0
21.03.2021;16:00;17:00;487;488;143;0;-;0;0
21.03.2021;17:00;18:00;792;741;143;0;-;0;0
21.03.2021;18:00;19:00;1.008;1.008;193;0;-;0;0
21.03.2021;19:00;20:00;1.024;1.016;280;0;-;0;0
21.03.2021;20:00;21:00;1.021;1.016;293;0;-;0;0
21.03.2021;21:00;22:00;1.020;1.014;292;0;-;0;0
21.03.2021;22:00;23:00;1.025;1.005;292;0;-;0;0
21.03.2021;23:00;00:00;1.024;1.002;245;0;-;0;0
22.03.2021;00:00;01:00;1.026;1.010;160;0;-;0;0
22.03.2021;01:00;02:00;1.027;1.006;142;0;-;0;0
22.03.2021;02:00;03:00;1.017;1.009;142;0;-;0;0
22.03.2021;03:00;04:00;1.021;1.017;141;0;-;0;0
22.03.2021;04:00;05:00;983;963;135;0;-;77;58
22.03.2021;05:00;06:00;1.024;1.014;131;5;-;243;333
22.03.2021;06:00;07:00;1.029;1.026;167;104;-;269;450
22.03.2021;07:00;08:00;1.025;1.031;258;182;-;293;548
22.03.2021;08:00;09:00;1.025;1.031;297;277;-;349;628
22.03.2021;09:00;10:00;1.025;1.028;296;288;-;349;626
22.03.2021;10:00;11:00;1.021;1.033;294;292;-;349;627
22.03.2021;11:00;12:00;1.022;1.031;294;292;-;348;626
22.03.2021;12:00;13:00;1.026;1.033;295;292;-;492;625
22.03.2021;13:00;14:00;1.029;1.020;294;292;-;619;625
22.03.2021;14:00;15:00;1.019;1.012;294;294;-;620;628
22.03.2021;15:00;16:00;1.017;1.016;294;296;-;618;628
22.03.2021;16:00;17:00;1.016;1.007;294;293;-;620;629
22.03.2021;17:00;18:00;1.020;1.007;295;292;-;620;629
22.03.2021;18:00;19:00;1.017;1.014;295;293;-;622;629
22.03.2021;19:00;20:00;1.017;1.014;295;294;-;623;630
22.03.2021;20:00;21:00;1.020;1.014;294;294;-;623;629
22.03.2021;21:00;22:00;1.017;1.015;295;294;-;625;631
22.03.2021;22:00;23:00;1.017;1.011;294;294;-;624;628
22.03.2021;23:00;00:00;1.022;1.016;295;294;-;624;545
23.03.2021;00:00;01:00;1.019;1.018;295;294;-;625;466
23.03.2021;01:00;02:00;1.018;1.016;294;301;-;625;458
23.03.2021;02:00;03:00;1.021;1.018;295;294;-;625;453
23.03.2021;03:00;04:00;1.016;1.012;289;294;-;625;454
23.03.2021;04:00;05:00;1.019;1.022;288;292;-;625;454
23.03.2021;05:00;06:00;1.018;1.020;288;293;-;623;492
23.03.2021;06:00;07:00;1.018;1.013;287;292;-;623;562
23.03.2021;07:00;08:00;1.017;1.011;288;292;-;624;631
23.03.2021;08:00;09:00;1.020;1.010;288;292;-;624;630
23.03.2021;09:00;10:00;1.015;1.013;287;293;-;623;629
23.03.2021;10:00;11:00;1.015;1.016;293;292;-;623;623
23.03.2021;11:00;12:00;1.017;1.012;293;294;-;621;568
